registry_row_id,image_id,image_size,width,height,channels,dtype,color_space,corpus,split,semantic_label,source,source_provider,preprocessing,license_note,generated_relative_path,standard_experiment_size,timing_size,primary_panel,ensemble_panel,secondary_panel,timing_panel,pixel_sha256,file_sha256,file_size_bytes
ihc@256x256,ihc,256,256,256,3,uint8,nonlinear sRGB,natural,validation,histology,skimage.data.immunohistochemistry,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",source sample distributed by scikit-image; upstream terms retained,data/generated/256x256/natural/ihc_256x256.png,true,true,false,false,false,false,5cdfcbb815e5f6d482f030e1164b8ca9e29d15c789335b8ebe398e12736cfaf1,f6a4c3242e10ce8ea30693939a1d931db04c7b54842e3e9a0a483ff9567843c4,134328
ihc@512x512,ihc,512,512,512,3,uint8,nonlinear sRGB,natural,validation,histology,skimage.data.immunohistochemistry,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",source sample distributed by scikit-image; upstream terms retained,data/generated/512x512/natural/ihc_512x512.png,true,true,false,false,false,false,c5b3ef509a92f16d4c29be8cf0300fe75d53e13a3ce650159db932caea8dcc1b,28534f79315fe3507b8ec3c040a0e1584a8e38b8f0c5471436d35711a08e47bc,467748
retina@96x96,retina,96,96,96,3,uint8,nonlinear sRGB,natural,test,retina,skimage.data.retina,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/96x96/natural/retina_96x96.png,false,true,true,true,true,true,760af0e927504e39e7d266f91c5fa07d9ab1ec13255dd7165d0867a54b5ff8ac,11469ad920b642f3f0802c7b8c9ea6255491b9620ab320f39f5598ca36f3eff5,11981
retina@256x256,retina,256,256,256,3,uint8,nonlinear sRGB,natural,test,retina,skimage.data.retina,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/256x256/natural/retina_256x256.png,true,true,true,true,true,true,6244dd2e3b5d7e8fa4ff7d704c7f865bc61d719c076a4e12b8a33742f6864465,c22108608f43ce159e86327b9eeaf3aa1522905f23c66c210b2a7543bbb399e6,74484
retina@512x512,retina,512,512,512,3,uint8,nonlinear sRGB,natural,test,retina,skimage.data.retina,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/512x512/natural/retina_512x512.png,true,true,true,true,true,true,999df3b4e0f3f059c7dd2223324f1f324b37bdb0e8bd244d1cc884e4cfbd3cc1,96e104d886a8d7851992e842bf5f59fd4bac7ba0166b8eeba0898e5149366173,265542
logo@96x96,logo,96,96,96,3,uint8,nonlinear sRGB,natural,test,graphic,skimage.data.logo,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",scikit-image project logo; project terms retained,data/generated/96x96/natural/logo_96x96.png,false,true,false,false,false,false,e520c1c1ea0d588bab6aa4502ff1f0cbfd115f4fe90c8e12939ac920db87fdde,800cf47ca1f7f75fcabafc9e922cb312fd1d0194780c8a71ac8441f17bdbca3d,10979
logo@256x256,logo,256,256,256,3,uint8,nonlinear sRGB,natural,test,graphic,skimage.data.logo,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",scikit-image project logo; project terms retained,data/generated/256x256/natural/logo_256x256.png,true,true,false,false,false,false,9fa1b5b749732fe009d064bdbef7ba5284e3c07becf83970da16d442c158ddc2,cb755c4c88c5aba974049481cf8bf0ffef748647cac00d18997cbb2047a2df8d,56567
logo@512x512,logo,512,512,512,3,uint8,nonlinear sRGB,natural,test,graphic,skimage.data.logo,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",scikit-image project logo; project terms retained,data/generated/512x512/natural/logo_512x512.png,true,true,false,false,false,false,8a8b60213382da006f1b2ddddc72a40ffd98607c3734c4a0b521cd8baea764e7,66de48fb7ceec52e0224fec5c11abfa06ca27477208f9099e00ec6c3013366ad,164641
colorwheel@96x96,colorwheel,96,96,96,3,uint8,nonlinear sRGB,natural,test,color-graphic,skimage.data.colorwheel,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/96x96/natural/colorwheel_96x96.png,false,true,false,false,false,false,6889634f09950fb491c0efe6f22251eab5a9d8564c3c1f1414f45deed3d68df4,d5dcc6ddbc404fdfa9e9cdbf3248c58677db7113171b1880b37d72ba24b41e3a,7649
colorwheel@256x256,colorwheel,256,256,256,3,uint8,nonlinear sRGB,natural,test,color-graphic,skimage.data.colorwheel,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/256x256/natural/colorwheel_256x256.png,true,true,false,false,false,false,628d02cb53242623d8423518739703d1499306cd09946ab0490b9675bbb6ade0,87967ab56f2cff67889d579a3a79f1b9cf74e881c5be00fb2f4e026907cf139d,41764
colorwheel@512x512,colorwheel,512,512,512,3,uint8,nonlinear sRGB,natural,test,color-graphic,skimage.data.colorwheel,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/512x512/natural/colorwheel_512x512.png,true,true,false,false,false,false,1be296835ba2eb8040ea24754709ee1a0fd58709e4f7e18f21e50e5d14291af5,2b98e5dfd2f42050af66b08978d2bf30d9a20dbf940f61cbd5d4748a96eb81c1,122957
horse@96x96,horse,96,96,96,3,uint8,nonlinear sRGB,natural,test,silhouette,skimage.data.horse,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/96x96/natural/horse_96x96.png,false,true,false,false,false,false,97c24624ec736f503f4bfeec7926ea0ea0cd25f32f90a8d9f17f2321920e55ba,26899a8c294a612a981e51b769ae2b92de79439b013684a623d5a5c41a93aff2,3739
horse@256x256,horse,256,256,256,3,uint8,nonlinear sRGB,natural,test,silhouette,skimage.data.horse,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/256x256/natural/horse_256x256.png,true,true,false,false,false,false,92081b027caeedd0fe97378594ca7777f5568cc39ccb00e5276b85ee5685a2ac,12f75e539b64774fd15a5e57e9d1a9df5628e86437cc2aa16140dc2d0b87a9d8,6028
horse@512x512,horse,512,512,512,3,uint8,nonlinear sRGB,natural,test,silhouette,skimage.data.horse,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",sample distributed by scikit-image; upstream terms retained,data/generated/512x512/natural/horse_512x512.png,true,true,false,false,false,false,f9f2abb79b2c7e368a8700a51f28ca37f289903b95261e4dbcdf8f6946c5b2de,5e67d5619c552848f9364cec66916f42cd9908af2532bd5f8a83aa35bc7d600e,16501
