case_id,case_ordinal,method_ordinal,method_mutation_ordinal,method_id,authenticated,mutation_id,target_component,mutation_class,parser_level,expected_outcome,expected_accepted,expected_plaintext_changed,failure_stage,expected_exception_class,expected_parser_code,base_input_sha256,donor_input_sha256,context_sha256,original_object_sha256,mutated_object_sha256,original_object_bytes,mutated_object_bytes,byte_difference_count,nonce_bytes,public_payload_bytes,protected_payload_bytes,tag_bytes,byte_distinct
AM042_B06_reversible_color_metadata_mutation,42,6,4,B06_reversible_color,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,4e37e09ef8467d649b356fc52124eaab32511fd1b383049c6ebd5e1035e2aad7,a6c855ea603ce80ae76af7404edc67e6bb143e3a4fa55a5fe8e1bd70df00dc0c,516171505ca9de94c7f491129028b57dd4e4a7d5d2fa7d3dcfa686b60ca319c9,3499,3499,1,12,3072,0,0,true
AM043_B06_reversible_color_public_payload_splice,43,6,5,B06_reversible_color,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,4e37e09ef8467d649b356fc52124eaab32511fd1b383049c6ebd5e1035e2aad7,a6c855ea603ce80ae76af7404edc67e6bb143e3a4fa55a5fe8e1bd70df00dc0c,e0b1a82cec1572985a5f3f487ab462d1c9adb50e4b4933bcc458cba97e6f4801,3499,3499,1924,12,3072,0,0,true
AM044_B06_reversible_color_trailing_byte_append,44,6,6,B06_reversible_color,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,4e37e09ef8467d649b356fc52124eaab32511fd1b383049c6ebd5e1035e2aad7,a6c855ea603ce80ae76af7404edc67e6bb143e3a4fa55a5fe8e1bd70df00dc0c,97ceaa341e00452ca9b078e75b8c5465a483f003a3bb58114076af97391c617e,3499,3500,1,12,3072,0,0,true
AM045_B06_reversible_color_one_byte_truncation,45,6,7,B06_reversible_color,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,4e37e09ef8467d649b356fc52124eaab32511fd1b383049c6ebd5e1035e2aad7,a6c855ea603ce80ae76af7404edc67e6bb143e3a4fa55a5fe8e1bd70df00dc0c,d305eaef07ba01c5fadda174755286475c8b92c4fd29f72bacac391a17e8d831,3499,3498,1,12,3072,0,0,true
AM046_B07_pca_klt_nonce_bit_flip,46,7,1,B07_pca_klt,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,bcec144a9383abc8de3e2ecd568a9d6e2629ce7718502487fa193f9db896d8d9,3608,3608,1,12,3072,0,0,true
AM047_B07_pca_klt_public_payload_bit_flip,47,7,2,B07_pca_klt,false,public_payload_bit_flip,public_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,6c68f68384bf996c60de5bc0d286c43cebdf76a1fffcb5b5365eab839189e35f,3608,3608,1,12,3072,0,0,true
AM048_B07_pca_klt_descriptor_mutation,48,7,3,B07_pca_klt,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,36838acc9104a3b5c3012c6928638a353037e92569a9530db6706cda4031a55a,3608,3612,2375,12,3072,0,0,true
AM049_B07_pca_klt_metadata_mutation,49,7,4,B07_pca_klt,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,99707f882a8a4e76dd873fb1d39d4e48d55605fb31e5ac9d42bd373724563490,3608,3608,1,12,3072,0,0,true
AM050_B07_pca_klt_public_payload_splice,50,7,5,B07_pca_klt,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,311524f4dfc4db3610002708ec2247692ef78cf1dd8bb7628e56d9bde501f6ad,3608,3608,1868,12,3072,0,0,true
AM051_B07_pca_klt_trailing_byte_append,51,7,6,B07_pca_klt,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,5cf656b46306f8d33b5710c004ae9226465e5019653643afd615196b4e032206,3608,3609,1,12,3072,0,0,true
AM052_B07_pca_klt_one_byte_truncation,52,7,7,B07_pca_klt,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,231f22df5ad991ae43698d2df34029a0c4ebd1977f0fab3779de6846ff288096,8758e9f49fd1721ba775a217b7f97b78ba725bbfba6100ca5786c27d2674d71b,648bdc0e718371cb6e64ea82ea90d0a32d8d120cb443966147d646ce9ceec1ce,3608,3607,1,12,3072,0,0,true
AM053_B08_random_so3_nonce_bit_flip,53,8,1,B08_random_so3,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,3c6578c2523956e08178472f011f5f0d96cb755c8de9c7f79b5e632583bbf425,3689,3689,1,12,3072,0,0,true
AM054_B08_random_so3_public_payload_bit_flip,54,8,2,B08_random_so3,false,public_payload_bit_flip,public_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,88cb0d91ddf8316a1f2e34524c7f6852f61726389a3a65db09ac1f27d09ea20e,3689,3689,1,12,3072,0,0,true
AM055_B08_random_so3_descriptor_mutation,55,8,3,B08_random_so3,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,0ca838eeb47cf0af52b7e46a9da54fce6af6f8d2c9850e2c6d90e4e22a39a611,3689,3693,2383,12,3072,0,0,true
AM056_B08_random_so3_metadata_mutation,56,8,4,B08_random_so3,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,64c3449fa901ea76421866ea836acba4402034183cd797d105249904d9290236,3689,3689,1,12,3072,0,0,true
AM057_B08_random_so3_public_payload_splice,57,8,5,B08_random_so3,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,5b4152ca58f5b0773ad9985cb76b96df1961d6d6f750d7c6b44ed37a1febd6a8,3689,3689,1889,12,3072,0,0,true
AM058_B08_random_so3_trailing_byte_append,58,8,6,B08_random_so3,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,e7287da3d96a6a875bb8e391d17bde47ccc7215ebfb3348158baddf34f24c86f,3689,3690,1,12,3072,0,0,true
AM059_B08_random_so3_one_byte_truncation,59,8,7,B08_random_so3,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,15659e5e447eb64681903ae701059262d8ddd0305b8584c7863613a5e69c7754,8ecce29b404024719f55fe965ff272db8f6c4c088dca38ad5b93b81b98f4e3f3,535637dd633e4702969099c610315701d1f3b25fa3e9141f77dee494c7716ffa,3689,3688,1,12,3072,0,0,true
AM060_B09_fixed_axis_quaternion_nonce_bit_flip,60,9,1,B09_fixed_axis_quaternion,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,9c3d6fb5ba0c6e139c5bc1a65415172afe2796607ec50e3e5445594d350c5866,3638,3638,1,12,3072,0,0,true
AM061_B09_fixed_axis_quaternion_public_payload_bit_flip,61,9,2,B09_fixed_axis_quaternion,false,public_payload_bit_flip,public_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,a38bd36957c733aecc535caeaf938fe0990cc3f8fe7f003981cbb8bacafb3e5d,3638,3638,1,12,3072,0,0,true
AM062_B09_fixed_axis_quaternion_descriptor_mutation,62,9,3,B09_fixed_axis_quaternion,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,dbb72e730da5f5bb356418a6335d473610e4674eae441a6a4638289525e69ef6,3638,3642,2372,12,3072,0,0,true
AM063_B09_fixed_axis_quaternion_metadata_mutation,63,9,4,B09_fixed_axis_quaternion,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,1d3a6e5086ff6c74d4dcdb1098d6b0573fc8b242e335b5bbb9a35565921cac01,3638,3638,1,12,3072,0,0,true
AM064_B09_fixed_axis_quaternion_public_payload_splice,64,9,5,B09_fixed_axis_quaternion,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,259cec0708776d541346e231357758bd34cd27edac63b855c41e1b9e50487b0c,3638,3638,1966,12,3072,0,0,true
AM065_B09_fixed_axis_quaternion_trailing_byte_append,65,9,6,B09_fixed_axis_quaternion,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,b280fb4108fb55f66dc2d87ca2986c8c26183139e1aa9e55fd2ca6ea05d81e99,3638,3639,1,12,3072,0,0,true
AM066_B09_fixed_axis_quaternion_one_byte_truncation,66,9,7,B09_fixed_axis_quaternion,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,a8d7d608da55d7e5c2124f2d50d1b61b963cf4229ad8663f00e9a03ffad21145,5f980b4a3e91185642ce45bbcde522417365ba390cdb9225aa5a17b2f754c02c,7bbdadb305a5b0bda89f9850ef0a61f64d81b58d0dac2ade779dbb0bbd97c62e,3638,3637,1,12,3072,0,0,true
AM067_B10_caseii_nonce_bit_flip,67,10,1,B10_caseii,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,e2fae93485b3bc3054b182e95fe11d5f12d0d01938dc260c3ecc60177d274785,4514,4514,1,12,3072,0,0,true
AM068_B10_caseii_public_payload_bit_flip,68,10,2,B10_caseii,false,public_payload_bit_flip,public_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,d1dd31270478c712a8ad5ab3fb2b114844ea6e9b874b8c1fccf099aa410851d0,4514,4514,1,12,3072,0,0,true
AM069_B10_caseii_descriptor_mutation,69,10,3,B10_caseii,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,5e884e30905cefabe52e27aee8dfd23f7e98d51d53a5cf00ec549e4c11953514,4514,4518,3177,12,3072,0,0,true
AM070_B10_caseii_metadata_mutation,70,10,4,B10_caseii,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,f2aababd6f7bec4d4d522fe56671bb2b56ed9d0c2f915ecd27dbdc19b08e4177,4514,4514,1,12,3072,0,0,true
AM071_B10_caseii_public_payload_splice,71,10,5,B10_caseii,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,5ee62f9fe363bf7ff31261941f387aec4dd18e26eef6631175738e5b3a775d87,4514,4514,1926,12,3072,0,0,true
AM072_B10_caseii_trailing_byte_append,72,10,6,B10_caseii,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,b4e4b28c300e39bd49bef011a7702ed0cfef2d5b85ccb3cf973dcfb891a44bda,4514,4515,1,12,3072,0,0,true
AM073_B10_caseii_one_byte_truncation,73,10,7,B10_caseii,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,00445a316684b043a44a3859aac7c52a328b8b656875b67ac33fdb38a434ae04,257f2d84d962fca2a15970f30b005b70858b3887314f5c788dbb19b0b409fa9a,0968e7bde4464f7a484ad16a9db8461a8fa588b56c45bcef88c1f7f335352a9e,4514,4513,1,12,3072,0,0,true
AM074_B11_curvature_caseii_nonce_bit_flip,74,11,1,B11_curvature_caseii,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,cb666ba6e5f3244bf9f0d932d0c09ed178188ed99880a1062d64227d7e2d5398,4713,4713,1,12,3072,0,0,true
AM075_B11_curvature_caseii_public_payload_bit_flip,75,11,2,B11_curvature_caseii,false,public_payload_bit_flip,public_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,8c3d4c7a05b4f9015d7dd55ec0c5308208c14305ec3b13dd0637f26cf31e630d,4713,4713,1,12,3072,0,0,true
AM076_B11_curvature_caseii_descriptor_mutation,76,11,3,B11_curvature_caseii,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,d5e4a8098ae63bb35f8586e6407c090650b9e440a38094aed214dfc6a3d7acab,4713,4717,3475,12,3072,0,0,true
AM077_B11_curvature_caseii_metadata_mutation,77,11,4,B11_curvature_caseii,false,metadata_mutation,metadata,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,80134cfbfbc30bf2e035308017382da0c2799cc66710da64e363aec7567ec79a,4713,4713,1,12,3072,0,0,true
AM078_B11_curvature_caseii_public_payload_splice,78,11,5,B11_curvature_caseii,false,public_payload_splice,public_payload,same_length_splice,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,3cf84b0f7fbe4b163572dda7e0273537436616a46f86ee0bc7fe18caf2ad21fd,4713,4713,1848,12,3072,0,0,true
AM079_B11_curvature_caseii_trailing_byte_append,79,11,6,B11_curvature_caseii,false,trailing_byte_append,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,2d7d6ea819bc5257a9f39f9e4b8231f643f3dd7f1b6a53b777e9abe1f56ed801,4713,4714,1,12,3072,0,0,true
AM080_B11_curvature_caseii_one_byte_truncation,80,11,7,B11_curvature_caseii,false,one_byte_truncation,framing,noncanonical_length,true,parser_reject,false,NA,parser,EnvelopeFormatError,envelope_length_mismatch,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,20b4034f2eb409f8b2ca7d9d1d3875062faadcd675483cece23b722faaa4b0a7,bfba77cf989b820ad0bf2356cf2a50accfcdf5b12ec4841258c44c4b8383b3ee,9af661de0ace34e8be1ea1a1c6409732e446a90f158a6f58d9ac4a5b136ac78b,4713,4712,1,12,3072,0,0,true
AM081_B12_chebyshev_only_nonce_bit_flip,81,12,1,B12_chebyshev_only,false,nonce_bit_flip,nonce,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,1087ef7e420c0655c3b74b23e8247854516a1e2c2c72c35d53ee3127687cbe17,568e3573eedbe27b4e0aab92b3867d9bc06108dd1fdb1afc124b5ec54f5175cd,b7bc793c2410e22bf4d674441ae740857b5c5356fe6d6e56aacd6e020dee22a4,1121,1121,1,12,0,768,0,true
AM082_B12_chebyshev_only_protected_payload_bit_flip,82,12,2,B12_chebyshev_only,false,protected_payload_bit_flip,protected_payload,component_bit_flip,false,accepted_plaintext_changed,true,true,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,1087ef7e420c0655c3b74b23e8247854516a1e2c2c72c35d53ee3127687cbe17,568e3573eedbe27b4e0aab92b3867d9bc06108dd1fdb1afc124b5ec54f5175cd,ea73f6d7ce0a5d3bc7c730ea9b1030db00cb89f5f6c5d13d5757f1704f1d73a5,1121,1121,1,12,0,768,0,true
AM083_B12_chebyshev_only_descriptor_mutation,83,12,3,B12_chebyshev_only,false,descriptor_mutation,descriptor,header_semantic_mutation,false,accepted_plaintext_unchanged,true,false,none,,,418a11105ae874ab487c3e1a2c67a7f14b8a9ce592657c63b8ffcadfdbf708c6,d7691213071b74bd37cfcc3359e0e540936cc0a06dea37cbcd5e7b809dabab94,1087ef7e420c0655c3b74b23e8247854516a1e2c2c72c35d53ee3127687cbe17,568e3573eedbe27b4e0aab92b3867d9bc06108dd1fdb1afc124b5ec54f5175cd,d6042c8fd029983d56a610b80dfa3c8bac895d552991190d7a09efec38e98d15,1121,1125,1060,12,0,768,0,true
